year,first_name,country,sex,count
2012,Name669,Argentina,Male,5806
2019,Name874,India,Female,9268
2017,Name245,India,Female,3667
2013,Name43,South Korea,Female,7905
2022,Name508,South Korea,Female,4650
2010,Name642,United Kingdom,Male,8857
2014,Name717,India,Female,8530
2010,Name862,Argentina,Male,2228
2016,Name277,United Kingdom,Male,3514
2021,Name499,Japan,Female,8260
2013,Name818,South Korea,Female,5706
2011,Name957,Mexico,Male,1474
2015,Name310,Mexico,Male,5276
2021,Name633,Mexico,Female,7643
2013,Name336,India,Male,4281
2021,Name912,Mexico,Female,9119
2012,Name956,Australia,Male,7486
2015,Name748,Mexico,Male,2929
2014,Name747,South Korea,Female,5461
2022,Name459,Mexico,Female,2920
2020,Name488,United States,Female,891
2017,Name365,Australia,Male,1834
2014,Name739,Argentina,Male,9931
2014,Name428,India,Male,5293
2016,Name755,United Kingdom,Male,5958
2011,Name708,Argentina,Male,6208
2019,Name951,United Kingdom,Male,5230
2013,Name238,Australia,Female,1557
2023,Name408,United Kingdom,Male,7978
2019,Name825,Australia,Male,2898
2012,Name760,Australia,Male,8579
2014,Name726,United States,Male,9944
2012,Name422,Argentina,Male,9382
2016,Name30,Australia,Male,953
2010,Name499,Argentina,Female,101
2019,Name268,Japan,Female,5122
2012,Name572,Mexico,Female,2916
2019,Name301,Argentina,Male,9764
2012,Name234,Argentina,Male,1561
2019,Name302,Argentina,Male,5591
2018,Name239,United States,Female,2667
2013,Name448,Japan,Female,4603
2020,Name773,Argentina,Male,6494
2017,Name636,Australia,Male,6114
2012,Name649,Japan,Male,6642
2011,Name259,Japan,Female,7043
2020,Name936,Argentina,Male,591
2021,Name106,United States,Male,8628
2010,Name931,Argentina,Male,2699
2012,Name835,Australia,Male,2390
2019,Name399,India,Female,6053
2017,Name117,Argentina,Male,8280
2014,Name515,Mexico,Female,3580
2019,Name291,United Kingdom,Male,4826
2018,Name228,Mexico,Male,4314
2012,Name444,South Korea,Male,9947
2022,Name705,United Kingdom,Female,7086
2018,Name803,Mexico,Male,3565
2015,Name7,United Kingdom,Male,8112
2020,Name258,Argentina,Male,3285
2023,Name20,United Kingdom,Male,2673
2014,Name165,India,Male,3407
2015,Name903,Mexico,Male,5596
2011,Name172,Australia,Female,7922
2017,Name852,Brazil,Male,1405
2010,Name752,South Korea,Male,7507
2011,Name598,Mexico,Female,8454
2014,Name49,Mexico,Female,6851
2013,Name700,Argentina,Female,2983
2014,Name39,Brazil,Male,2657
2020,Name439,United Kingdom,Male,1334
2021,Name444,Argentina,Male,2368
2012,Name980,Argentina,Male,377
2011,Name800,Australia,Female,9557
2020,Name881,Argentina,Male,2211
2017,Name337,South Korea,Female,4821
2022,Name723,India,Female,182
2015,Name519,United Kingdom,Female,4775
2019,Name461,United States,Female,8367
2010,Name834,Brazil,Female,7496
2018,Name769,United Kingdom,Female,9459
2011,Name331,United Kingdom,Female,5384
2017,Name613,United States,Female,6863
2014,Name690,India,Male,2422
2021,Name152,India,Male,7416
2017,Name598,Japan,Male,8184
2015,Name931,Japan,Female,605
2011,Name540,Brazil,Male,7162
2019,Name243,United Kingdom,Female,9627
2021,Name329,United States,Male,3188
2010,Name919,United States,Male,5090
2016,Name454,United Kingdom,Female,3455
2022,Name807,Argentina,Male,8109
2015,Name421,Australia,Male,8765
2014,Name624,United Kingdom,Male,2590
2010,Name998,India,Female,9888
2010,Name404,United States,Male,2565
2023,Name643,Mexico,Male,1363
2018,Name659,South Korea,Female,8907
2022,Name14,United States,Female,6632
2012,Name177,Brazil,Male,234
2010,Name551,Mexico,Male,3408
2015,Name787,India,Female,1959
2023,Name210,Brazil,Male,2731
2012,Name571,Australia,Female,6222
2010,Name785,Japan,Female,6796
2021,Name534,Japan,Female,7489
2010,Name621,South Korea,Male,9357
2021,Name769,United Kingdom,Male,5566
2023,Name790,Brazil,Female,2828
2014,Name243,India,Male,6096
2019,Name926,South Korea,Male,9484
2015,Name708,Australia,Female,5968
2013,Name239,United States,Male,476
2010,Name61,India,Female,6692
2020,Name190,Mexico,Male,123
2019,Name827,United Kingdom,Male,721
2016,Name151,United States,Female,4005
2020,Name262,Brazil,Male,9885
2015,Name158,United Kingdom,Female,9998
2017,Name494,India,Male,1754
2023,Name378,Argentina,Male,9273
2010,Name411,Japan,Female,8707
2015,Name996,United States,Female,5297
2019,Name961,United States,Male,4429
2019,Name738,Brazil,Male,1127
2011,Name902,Argentina,Male,8737
2023,Name411,India,Female,7333
2010,Name37,Japan,Male,2002
2021,Name445,Japan,Female,4095
2019,Name99,India,Female,5492
2020,Name935,India,Male,9400
2013,Name158,Australia,Female,5375
2020,Name473,Brazil,Male,3208
2020,Name529,South Korea,Male,2037
2016,Name904,Brazil,Male,4103
2013,Name319,Brazil,Male,4541
2017,Name848,Japan,Male,858
2012,Name267,United Kingdom,Female,3304
2019,Name839,Japan,Female,2451
2021,Name977,India,Female,720
2013,Name405,Mexico,Male,5246
2016,Name588,South Korea,Male,147
2012,Name500,Mexico,Female,6480
2019,Name552,United States,Male,1594
2020,Name21,United States,Male,6246
2019,Name43,South Korea,Male,6424
2018,Name253,Japan,Female,4351
2019,Name521,South Korea,Female,6289
2018,Name520,Mexico,Female,4130
2021,Name793,Japan,Male,948
2022,Name2,Mexico,Female,1101
2013,Name622,Argentina,Female,9662
2018,Name977,Australia,Male,4496
2011,Name950,Australia,Female,6469
2011,Name20,India,Female,3421
2022,Name185,United Kingdom,Female,4412
2017,Name253,United Kingdom,Male,1031
2016,Name608,Mexico,Female,4122
2023,Name902,Australia,Male,4612
2015,Name451,Brazil,Male,2045
2017,Name521,Argentina,Female,6013
2010,Name934,Australia,Female,6038
2020,Name670,India,Female,2224
2014,Name842,United Kingdom,Male,2054
2022,Name274,Australia,Female,5084
2020,Name682,Japan,Female,1483
2013,Name855,South Korea,Male,9806
2022,Name914,South Korea,Female,6497
2021,Name816,South Korea,Male,6220
2014,Name313,South Korea,Male,6373
2011,Name194,Brazil,Female,1190
2017,Name491,United Kingdom,Male,3283
2020,Name534,Japan,Male,2145
2013,Name229,Brazil,Female,832
2023,Name740,United Kingdom,Male,1024
2013,Name600,India,Female,2685
2016,Name459,Japan,Female,8758
2011,Name619,India,Male,7056
2013,Name574,Brazil,Female,4363
2013,Name606,United States,Female,9725
2013,Name858,Japan,Male,8048
2014,Name690,South Korea,Female,9024
2023,Name244,Argentina,Female,757
2015,Name995,United States,Male,9819
2021,Name716,Argentina,Male,6686
2017,Name965,India,Male,6222
2016,Name254,Australia,Male,7104
2018,Name628,Argentina,Female,7272
2014,Name450,South Korea,Female,5282
2021,Name375,Japan,Female,6169
2016,Name805,Australia,Male,5477
2022,Name77,India,Female,1738
2023,Name153,India,Male,6257
2023,Name473,Argentina,Male,6130
2019,Name989,Japan,Female,4902
2016,Name122,India,Female,7217
2019,Name796,India,Male,8757
2021,Name809,Argentina,Female,668
2023,Name222,Mexico,Male,861
2022,Name345,Australia,Female,7616
2012,Name455,Australia,Male,9217
2021,Name990,Argentina,Male,9163
2017,Name56,Japan,Male,4614
2011,Name176,United States,Male,221
2018,Name506,South Korea,Male,8885
2023,Name625,Australia,Female,5747
2019,Name348,Argentina,Male,8081
2013,Name947,United States,Female,377
2014,Name505,Brazil,Male,4879
2014,Name958,India,Male,7649
2020,Name639,Japan,Male,2797
2014,Name363,South Korea,Female,9826
2021,Name783,South Korea,Female,2130
2023,Name968,Japan,Female,9936
2014,Name827,Argentina,Female,5370
2011,Name740,Argentina,Female,5378
2020,Name326,Argentina,Male,2241
2018,Name64,United Kingdom,Female,4094
2023,Name445,United States,Female,7043
2019,Name218,Mexico,Female,4564
2018,Name485,Mexico,Female,4358
2014,Name330,Brazil,Male,5623
2014,Name720,Australia,Female,8911
2017,Name158,India,Male,9761
2017,Name366,United Kingdom,Male,424
2023,Name51,South Korea,Male,9780
2010,Name699,India,Male,9307
2021,Name763,Australia,Female,9138
2019,Name255,United Kingdom,Female,7240
2013,Name569,India,Female,309
2017,Name724,Australia,Female,1294
2018,Name963,Brazil,Male,8344
2011,Name403,Australia,Female,5522
2018,Name592,Argentina,Female,6108
2015,Name90,Australia,Female,1002
2018,Name230,United States,Male,2660
2013,Name250,Mexico,Male,1654
2021,Name991,United States,Male,9890
2012,Name411,Mexico,Male,9704
2014,Name859,South Korea,Female,4775
2019,Name881,United States,Female,9199
2015,Name497,United Kingdom,Male,6496
2014,Name494,United States,Female,1587
2014,Name277,Argentina,Female,2542
2016,Name513,South Korea,Female,657
2016,Name833,Brazil,Male,464
2020,Name778,Mexico,Female,3945
2019,Name597,Japan,Female,549
2014,Name722,South Korea,Female,6677
2012,Name971,South Korea,Male,2300
2023,Name539,Mexico,Male,163
2011,Name935,Argentina,Male,844
2021,Name98,United States,Female,3172
2020,Name955,Argentina,Male,4851
2010,Name622,United States,Female,3509
2017,Name244,South Korea,Male,8277
2016,Name737,Brazil,Male,897
2020,Name965,South Korea,Female,5244
2016,Name178,India,Male,1561
2021,Name79,United Kingdom,Male,5664
2015,Name579,Japan,Female,9731
2019,Name230,United States,Male,2765
2011,Name518,South Korea,Male,1469
2019,Name829,Brazil,Female,2914
2010,Name808,Australia,Female,7091
2020,Name997,Australia,Female,6451
2016,Name761,United States,Female,7270
2023,Name661,India,Male,7680
2019,Name912,South Korea,Male,2465
2022,Name30,South Korea,Female,3420
2012,Name908,Brazil,Female,3486
2013,Name878,South Korea,Female,3669
2023,Name69,United Kingdom,Male,3556
2020,Name220,South Korea,Male,1809
2011,Name265,Australia,Male,8269
2013,Name937,India,Female,2110
2018,Name157,India,Male,1360
2022,Name50,South Korea,Female,4355
2023,Name248,United States,Male,6264
2021,Name3,Australia,Female,7658
2014,Name131,Australia,Male,9963
2015,Name780,Australia,Female,6698
2021,Name32,South Korea,Female,583
2010,Name358,Argentina,Male,1981
2010,Name234,Argentina,Female,3364
2017,Name632,South Korea,Male,7879
2014,Name963,India,Male,2394
2017,Name803,South Korea,Female,4911
2022,Name950,United States,Male,3456
2020,Name61,Australia,Female,126
2022,Name572,Argentina,Female,5639
2021,Name393,Brazil,Male,3995
2012,Name109,Argentina,Female,8316
2019,Name119,India,Female,6596
2014,Name355,South Korea,Female,6650
2010,Name665,Argentina,Female,8628
2016,Name741,Australia,Male,3959
2022,Name523,India,Male,4748
2015,Name861,Argentina,Male,8431
2020,Name761,Brazil,Female,4465
2010,Name451,India,Male,9371
2016,Name750,Argentina,Female,9835
2021,Name718,Australia,Male,3040
2017,Name381,Mexico,Female,4561
2011,Name758,United Kingdom,Male,1476
2016,Name654,Brazil,Female,5523
2018,Name525,Argentina,Female,9230
2021,Name135,Japan,Male,4365
2015,Name940,India,Male,9367
2010,Name55,South Korea,Female,2171
2010,Name14,Japan,Male,8820
2022,Name794,Australia,Male,9302
2020,Name926,Argentina,Female,326
2015,Name515,United Kingdom,Male,3078
2018,Name360,Australia,Female,3119
2021,Name102,Argentina,Male,4905
2019,Name836,United States,Female,4778
2018,Name266,South Korea,Female,3458
2020,Name207,United Kingdom,Female,3159
2021,Name516,Brazil,Male,1856
2019,Name301,United States,Male,1661
2021,Name900,Argentina,Male,2055
2011,Name921,India,Female,6283
2018,Name335,Brazil,Female,7001
2017,Name251,Mexico,Male,4717
2021,Name159,Argentina,Female,213
2011,Name968,United States,Female,865
2014,Name634,Australia,Female,7405
2015,Name863,Argentina,Male,6886
2010,Name422,India,Female,8955
2010,Name163,Brazil,Male,5348
2010,Name77,Argentina,Female,8766
2017,Name216,South Korea,Male,1481
2023,Name562,South Korea,Female,3648
2010,Name322,South Korea,Female,7608
2017,Name912,United States,Male,6450
2011,Name597,Mexico,Male,9029
2019,Name805,United States,Male,7040
2013,Name627,India,Female,7553
2020,Name12,South Korea,Female,8666
2023,Name507,United Kingdom,Male,2424
2019,Name509,Mexico,Female,7400
2016,Name704,Brazil,Male,3954
2023,Name462,South Korea,Female,908
2014,Name61,Australia,Female,8082
2011,Name370,United Kingdom,Female,4833
2013,Name259,South Korea,Female,1587
2010,Name575,Argentina,Female,2039
2019,Name825,Australia,Female,556
2018,Name656,India,Male,3205
2014,Name177,Mexico,Female,2125
2015,Name976,Japan,Male,8026
2015,Name454,United States,Male,7244
2021,Name900,India,Female,4662
2012,Name30,Argentina,Male,6217
2021,Name1000,Australia,Male,4879
2014,Name829,Brazil,Female,8486
2019,Name437,Brazil,Female,1258
2022,Name741,Mexico,Female,5934
2015,Name169,Mexico,Female,6574
2016,Name391,South Korea,Female,9619
2015,Name473,South Korea,Male,3868
2021,Name272,South Korea,Male,3430
2016,Name513,Mexico,Female,4126
2019,Name458,United States,Female,2860
2018,Name506,Argentina,Female,7005
2021,Name493,South Korea,Female,6325
2012,Name68,Mexico,Male,4256
2015,Name699,India,Male,645
2021,Name484,South Korea,Female,6217
2012,Name665,Australia,Female,8580
2010,Name294,Japan,Male,9857
2010,Name403,Australia,Female,7655
2011,Name612,United Kingdom,Male,6947
2011,Name394,Brazil,Female,2636
2017,Name735,Japan,Male,4564
2022,Name467,United States,Female,5381
2022,Name9,South Korea,Male,8239
2022,Name876,Argentina,Male,2531
2015,Name967,United States,Female,2235
2021,Name553,United Kingdom,Female,3171
2010,Name759,United States,Female,694
2017,Name625,United States,Female,747
2019,Name926,Japan,Male,6408
2019,Name611,Mexico,Female,4764
2020,Name224,Brazil,Female,8073
2019,Name96,Australia,Female,3236
2017,Name305,Brazil,Female,6530
2017,Name479,India,Female,7471
2011,Name328,Brazil,Male,7921
2021,Name600,Mexico,Male,7427
2021,Name44,India,Female,2900
2012,Name273,United Kingdom,Female,8768
2023,Name101,Mexico,Female,5184
2014,Name398,South Korea,Female,7222
2015,Name228,India,Female,1843
2014,Name767,Mexico,Female,2460
2021,Name877,India,Female,8882
2019,Name459,Mexico,Male,8579
2014,Name54,Japan,Male,3860
2019,Name597,United States,Male,4081
2010,Name438,Australia,Male,9803
2013,Name778,Argentina,Female,2383
2019,Name676,United States,Male,9463
2020,Name332,South Korea,Female,7998
2011,Name919,India,Male,8556
2018,Name384,Australia,Female,6699
2010,Name57,Japan,Female,2450
2020,Name75,South Korea,Female,5254
2022,Name424,South Korea,Female,2437
2017,Name29,Mexico,Male,4938
2023,Name686,Argentina,Female,8575
2010,Name440,Brazil,Male,2881
2016,Name224,Brazil,Female,8685
2017,Name273,Brazil,Male,6355
2011,Name34,Brazil,Female,4714
2014,Name836,United Kingdom,Male,7013
2020,Name51,United States,Female,4137
2023,Name513,United Kingdom,Female,3755
2017,Name520,United States,Male,7803
2020,Name464,Japan,Male,7395
2023,Name609,Mexico,Male,8872
2023,Name321,Japan,Male,3458
2017,Name98,United Kingdom,Male,6531
2019,Name406,Australia,Female,6709
2021,Name76,South Korea,Female,5740
2018,Name539,South Korea,Female,5820
2017,Name924,Australia,Female,475
2023,Name860,Argentina,Female,999
2012,Name366,Mexico,Female,8062
2020,Name699,Australia,Male,2318
2022,Name774,South Korea,Male,280
2010,Name828,United States,Female,5837
2023,Name935,India,Male,8061
2012,Name965,Japan,Male,4317
2022,Name440,South Korea,Female,6654
2020,Name609,United Kingdom,Female,1512
2018,Name9,United Kingdom,Male,6550
2018,Name610,Japan,Female,9972
2022,Name40,Mexico,Male,3611
2016,Name709,South Korea,Female,7712
2010,Name86,Australia,Male,2499
2010,Name955,India,Male,4635
2010,Name5,Australia,Male,6486
2018,Name507,South Korea,Female,8032
2014,Name403,India,Female,993
2016,Name851,Argentina,Male,165
2018,Name770,South Korea,Male,5824
2015,Name687,India,Female,1125
2023,Name922,Argentina,Female,3690
2010,Name76,United Kingdom,Male,1437
2018,Name68,Brazil,Female,6373
2012,Name34,South Korea,Male,6261
2021,Name349,United Kingdom,Male,2756
2022,Name739,Argentina,Male,1822
2015,Name366,India,Female,9348
2022,Name303,United Kingdom,Male,4183
2021,Name171,United States,Female,2910
2017,Name919,Argentina,Male,4375
2013,Name339,United Kingdom,Female,7443
2011,Name431,United Kingdom,Female,9734
2010,Name695,South Korea,Female,6861
2023,Name637,United Kingdom,Female,7919
2017,Name387,South Korea,Male,5905
2013,Name743,Argentina,Male,2906
2012,Name634,South Korea,Male,4787
2014,Name882,India,Female,7346
2011,Name915,Brazil,Male,9602
2017,Name203,United Kingdom,Male,9465
2021,Name202,Mexico,Male,9634
2016,Name858,Japan,Female,6428
2018,Name612,Mexico,Female,6063
2015,Name601,Mexico,Female,6517
2016,Name352,Mexico,Male,9888
2020,Name46,Brazil,Male,1608
2013,Name8,Australia,Male,8896
2013,Name221,Brazil,Female,6899
2011,Name90,Japan,Male,3303
2022,Name846,Argentina,Male,7306
2020,Name671,Argentina,Male,6770
2020,Name928,United States,Female,1359
2022,Name152,United States,Female,164
2014,Name141,Japan,Male,9670
2019,Name669,United States,Female,4731
2011,Name696,United Kingdom,Male,6948
2020,Name596,South Korea,Female,5961
2018,Name883,Argentina,Female,6992
