year,first_name,country,sex,count
2019,Name115,United Kingdom,Female,2025
2016,Name966,United Kingdom,Male,2115
2013,Name922,Argentina,Male,6943
2018,Name392,United Kingdom,Male,5783
2017,Name461,Mexico,Female,6388
2020,Name763,Mexico,Female,3614
2013,Name728,Mexico,Female,8797
2018,Name388,United Kingdom,Male,2358
2019,Name87,United States,Male,9642
2014,Name521,United Kingdom,Female,4174
2022,Name679,India,Female,8612
2016,Name590,India,Male,9487
2021,Name596,United Kingdom,Female,270
2016,Name118,South Korea,Male,3371
2023,Name5,Mexico,Female,7264
2017,Name350,Mexico,Male,1735
2021,Name717,United Kingdom,Male,2021
2016,Name344,Argentina,Male,2378
2021,Name963,United Kingdom,Female,6258
2015,Name915,United Kingdom,Male,4573
2014,Name859,Australia,Male,1900
2010,Name168,Argentina,Male,8807
2021,Name180,India,Female,7664
2011,Name69,United Kingdom,Female,9047
2017,Name307,Argentina,Female,9771
2010,Name114,Australia,Male,1805
2010,Name586,South Korea,Male,5624
2016,Name662,Mexico,Female,1330
2022,Name755,South Korea,Male,1768
2016,Name188,United States,Male,1659
2014,Name255,South Korea,Female,1035
2015,Name266,Australia,Female,2117
2011,Name599,Argentina,Female,9073
2017,Name378,India,Male,6101
2018,Name981,United Kingdom,Female,8533
2013,Name690,South Korea,Female,2425
2013,Name690,Brazil,Male,2221
2021,Name103,United Kingdom,Male,6442
2022,Name586,United Kingdom,Female,2418
2018,Name782,Australia,Female,539
2019,Name601,United States,Male,8455
2020,Name730,Argentina,Male,5779
2013,Name731,Mexico,Male,2515
2015,Name976,United States,Male,9715
2021,Name708,United Kingdom,Male,5603
2013,Name148,United Kingdom,Female,4154
2013,Name83,Australia,Female,7128
2020,Name788,South Korea,Female,3159
2016,Name372,United Kingdom,Male,682
2022,Name423,Mexico,Male,4475
2020,Name442,United Kingdom,Female,5519
2010,Name555,United Kingdom,Male,8074
2023,Name127,United States,Male,3744
2015,Name635,Mexico,Female,739
2018,Name835,Japan,Female,8086
2017,Name443,United States,Female,9255
2010,Name46,Mexico,Female,1336
2014,Name642,United States,Male,8415
2016,Name892,Argentina,Female,9056
2011,Name122,Mexico,Female,5910
2011,Name386,Brazil,Male,1677
2018,Name116,Argentina,Female,7048
2014,Name674,Australia,Male,3347
2014,Name547,South Korea,Female,2141
2010,Name149,Mexico,Female,2144
2014,Name975,Japan,Female,5385
2013,Name880,India,Male,2268
2021,Name876,Japan,Female,3764
2014,Name985,Australia,Male,4265
2023,Name455,India,Female,2213
2020,Name12,Argentina,Female,2192
2015,Name823,South Korea,Male,1638
2020,Name728,United States,Male,2318
2014,Name588,Mexico,Female,3309
2022,Name570,Mexico,Male,5149
2018,Name264,South Korea,Male,1770
2022,Name811,Japan,Male,1394
2012,Name771,Brazil,Male,547
2017,Name436,Brazil,Male,2609
2019,Name993,India,Female,7387
2019,Name87,Brazil,Female,2341
2014,Name330,Mexico,Female,1809
2010,Name581,South Korea,Female,6710
2018,Name182,Japan,Male,8639
2020,Name652,United States,Male,9548
2023,Name111,South Korea,Female,5288
2021,Name840,United States,Male,6690
2011,Name862,Brazil,Female,1458
2014,Name381,United Kingdom,Male,9855
2010,Name820,Brazil,Male,3019
2014,Name286,South Korea,Female,5563
2021,Name78,Argentina,Male,5285
2023,Name854,Brazil,Male,3688
2018,Name465,Argentina,Male,7687
2016,Name762,India,Female,9167
2018,Name99,Mexico,Female,447
2012,Name175,Japan,Male,2855
2012,Name983,Argentina,Male,2409
2022,Name115,Mexico,Male,7616
2017,Name933,Brazil,Female,4325
2015,Name689,South Korea,Male,3348
2010,Name569,Argentina,Female,1571
2017,Name84,India,Male,1302
2023,Name598,South Korea,Female,752
2012,Name708,United Kingdom,Female,5976
2023,Name700,Mexico,Male,6006
2019,Name47,Mexico,Female,4481
2019,Name718,Brazil,Female,6533
2019,Name48,Japan,Male,6208
2012,Name191,Brazil,Female,7301
2015,Name605,India,Female,433
2020,Name967,United States,Male,5363
2014,Name957,United Kingdom,Male,465
2017,Name815,Brazil,Male,3321
2022,Name742,Brazil,Female,978
2018,Name106,India,Male,5092
2010,Name884,Brazil,Female,2701
2011,Name477,United States,Male,4968
2019,Name704,United States,Male,4737
2013,Name540,India,Male,7660
2017,Name911,Mexico,Male,5985
2015,Name313,Mexico,Male,6467
2016,Name292,United States,Male,9280
2023,Name302,South Korea,Male,9430
2013,Name849,United States,Male,3337
2019,Name487,Argentina,Female,317
2011,Name263,Japan,Male,9889
2011,Name391,United Kingdom,Female,6726
2015,Name583,United States,Female,7408
2012,Name929,Mexico,Female,5189
2010,Name814,United Kingdom,Female,2409
2011,Name623,United States,Female,1878
2017,Name791,United States,Male,7964
2022,Name324,United States,Female,8088
2012,Name403,Australia,Female,4842
2013,Name294,United States,Female,8712
2011,Name905,South Korea,Female,9415
2017,Name27,Argentina,Female,4134
2017,Name907,Brazil,Female,7719
2021,Name255,India,Male,9662
2019,Name448,United States,Male,7328
2023,Name974,United States,Female,8772
2019,Name808,United Kingdom,Male,2748
2020,Name893,United States,Male,8318
2022,Name233,Japan,Male,6029
2015,Name451,United Kingdom,Male,8282
2014,Name135,India,Female,6759
2020,Name1000,Mexico,Female,6932
2010,Name972,Mexico,Female,5306
2014,Name401,United Kingdom,Female,3543
2022,Name287,South Korea,Female,812
2010,Name287,Mexico,Female,5462
2019,Name89,United Kingdom,Female,784
2014,Name863,Australia,Male,6677
2013,Name518,Argentina,Female,5397
2014,Name100,Australia,Male,4535
2012,Name766,Australia,Female,9971
2013,Name645,Australia,Male,5696
2012,Name298,South Korea,Male,9815
2020,Name407,India,Female,350
2019,Name803,South Korea,Female,9452
2022,Name780,Argentina,Male,3312
2010,Name696,Mexico,Female,8926
2016,Name897,India,Male,9789
2017,Name901,South Korea,Male,8590
2022,Name831,Japan,Female,7060
2014,Name902,Japan,Male,5166
2022,Name506,South Korea,Female,5039
2011,Name381,Brazil,Female,156
2021,Name34,United States,Male,541
2011,Name922,South Korea,Female,573
2015,Name582,Mexico,Male,3233
2017,Name200,Mexico,Male,1812
2018,Name734,Japan,Female,639
2020,Name713,Australia,Female,7515
2021,Name336,Brazil,Male,8036
2011,Name580,Brazil,Male,3917
2015,Name138,Australia,Male,6918
2019,Name465,Japan,Female,975
2012,Name451,Australia,Male,7395
2019,Name313,United Kingdom,Female,895
2016,Name845,Japan,Male,1865
2019,Name127,Brazil,Male,2585
2012,Name528,United Kingdom,Male,9350
2017,Name851,Argentina,Male,3983
2017,Name951,India,Male,7872
2015,Name506,India,Male,9548
2015,Name597,India,Female,9245
2016,Name691,India,Male,2183
2020,Name997,Brazil,Female,7071
2018,Name802,Brazil,Female,6886
2016,Name706,Japan,Female,4330
2018,Name933,Japan,Male,2351
2017,Name710,Japan,Male,8457
2022,Name453,Australia,Male,7168
2014,Name358,Australia,Male,1481
2020,Name421,Australia,Male,5277
2011,Name507,South Korea,Male,1036
2013,Name40,India,Female,5703
2023,Name711,Japan,Female,5031
2022,Name914,United States,Male,6223
2021,Name366,Argentina,Male,9849
2015,Name926,South Korea,Female,3728
2011,Name575,United Kingdom,Female,8338
2017,Name329,South Korea,Male,1835
2020,Name832,South Korea,Male,1375
2020,Name298,Brazil,Male,7545
2020,Name334,United Kingdom,Male,2798
2013,Name221,Australia,Female,8341
2017,Name363,Mexico,Male,1995
2013,Name847,Mexico,Male,3316
2017,Name240,Brazil,Male,5126
2010,Name36,Mexico,Male,9732
2021,Name628,Argentina,Male,1837
2022,Name784,Mexico,Female,9066
2017,Name445,Australia,Female,8312
2013,Name960,Argentina,Male,4999
2019,Name249,India,Male,8203
2013,Name416,India,Female,8275
2021,Name986,Argentina,Male,4653
2020,Name522,Argentina,Female,4252
2017,Name961,South Korea,Male,6376
2019,Name262,Australia,Female,6794
2021,Name104,Mexico,Male,9567
2017,Name251,United Kingdom,Female,2739
2012,Name834,Japan,Female,9740
2012,Name456,India,Male,1605
2017,Name744,Australia,Female,4981
2020,Name580,United Kingdom,Female,2168
2022,Name253,Japan,Male,9741
2021,Name576,South Korea,Female,5782
2021,Name379,Australia,Female,5549
2022,Name615,Australia,Male,6536
2019,Name848,Brazil,Female,5548
2023,Name167,India,Female,8917
2012,Name571,South Korea,Male,8935
2016,Name568,Argentina,Female,4656
2022,Name83,Australia,Male,3296
2018,Name459,Japan,Female,1053
2011,Name897,South Korea,Male,1632
2018,Name408,United States,Female,4864
2013,Name42,United Kingdom,Female,4263
2016,Name773,Australia,Female,2092
2017,Name899,Argentina,Male,434
2011,Name738,Australia,Female,7478
2016,Name816,Brazil,Male,4038
2022,Name759,United States,Male,7501
2023,Name164,United States,Male,339
2021,Name474,Argentina,Female,8484
2012,Name73,India,Female,7562
2019,Name393,Brazil,Male,1581
2011,Name970,Argentina,Female,8838
2021,Name935,South Korea,Female,1831
2010,Name439,United States,Female,8167
2021,Name41,Mexico,Female,8224
2022,Name331,Argentina,Male,4021
2017,Name174,India,Male,9646
2010,Name194,Mexico,Female,2841
2017,Name279,United Kingdom,Male,5238
2015,Name778,India,Male,7953
2018,Name434,United States,Female,6352
2015,Name116,United States,Male,3541
2010,Name115,Australia,Male,4058
2022,Name159,Mexico,Female,9608
2014,Name577,India,Female,9618
2014,Name993,Argentina,Male,2913
2020,Name694,South Korea,Male,2506
2021,Name37,Argentina,Male,3362
2011,Name867,Japan,Male,2010
2014,Name22,Mexico,Male,3595
2023,Name576,South Korea,Female,4429
2013,Name259,United Kingdom,Male,718
2021,Name824,United States,Female,912
2011,Name162,Argentina,Male,1292
2017,Name935,India,Male,4933
2021,Name849,United Kingdom,Female,7775
2015,Name573,United Kingdom,Female,4827
2013,Name741,Mexico,Female,2057
2020,Name731,India,Male,1009
2020,Name470,South Korea,Female,9110
2013,Name15,India,Male,4451
2021,Name130,Mexico,Male,4533
2020,Name173,United Kingdom,Female,560
2018,Name219,Mexico,Male,2199
2012,Name758,Japan,Female,8063
2016,Name670,India,Female,9233
2012,Name882,Brazil,Male,7542
2018,Name264,Brazil,Male,8761
2014,Name229,United Kingdom,Female,9044
2023,Name232,Japan,Male,6668
2011,Name21,Australia,Female,4816
2022,Name890,Japan,Female,7856
2016,Name885,Argentina,Female,2695
2020,Name374,Argentina,Male,5424
2018,Name655,Mexico,Female,8165
2011,Name767,South Korea,Female,4171
2016,Name371,United Kingdom,Female,898
2011,Name90,South Korea,Female,4169
2013,Name727,United States,Male,6747
2020,Name728,Argentina,Female,373
2010,Name873,Brazil,Female,3725
2017,Name725,South Korea,Female,4674
2013,Name464,India,Male,8743
2010,Name493,Brazil,Female,9526
2017,Name411,Brazil,Male,1038
2017,Name209,South Korea,Male,7290
2014,Name275,United States,Male,1113
2017,Name715,United States,Female,3935
2022,Name720,Mexico,Male,2776
2023,Name910,United States,Male,4912
2014,Name217,Japan,Female,9762
2014,Name766,Argentina,Male,7412
2010,Name407,India,Female,6139
2022,Name884,Australia,Male,5453
2012,Name515,Brazil,Female,4201
2011,Name619,South Korea,Male,4485
2015,Name421,Japan,Female,169
2012,Name270,Argentina,Male,5421
2013,Name970,Brazil,Female,4309
2020,Name953,Japan,Male,5366
2019,Name764,Argentina,Male,9138
2013,Name839,United Kingdom,Male,259
2018,Name395,Japan,Male,9228
2020,Name160,Japan,Female,4295
2013,Name739,United Kingdom,Female,2710
2020,Name659,Argentina,Male,5460
2022,Name749,Australia,Female,3747
2016,Name37,Australia,Female,4491
2022,Name873,India,Male,7169
2015,Name645,Argentina,Female,268
2021,Name363,Mexico,Female,9909
2022,Name104,Mexico,Male,5198
2013,Name166,United States,Female,3900
2013,Name67,Argentina,Female,9253
2020,Name681,Japan,Male,6702
2019,Name372,United Kingdom,Female,1138
2015,Name111,Japan,Male,7098
2011,Name239,Brazil,Male,6877
2019,Name19,Mexico,Female,577
2019,Name988,India,Male,3843
2018,Name797,United Kingdom,Female,6975
2017,Name681,India,Male,5785
2013,Name12,United Kingdom,Male,526
2019,Name606,United States,Male,9096
2010,Name781,India,Female,1306
2014,Name91,Australia,Female,5739
2019,Name626,Argentina,Male,9000
2014,Name296,Brazil,Female,4602
2019,Name868,Brazil,Male,4950
2011,Name286,Argentina,Female,7784
2021,Name360,United States,Male,2826
2011,Name481,India,Male,7346
2014,Name55,India,Male,7041
2016,Name486,Brazil,Female,5928
2018,Name684,Brazil,Male,565
2020,Name321,Japan,Male,4954
2017,Name487,South Korea,Female,6470
2013,Name522,India,Male,2522
2023,Name1000,South Korea,Female,272
2010,Name286,United Kingdom,Female,7748
2016,Name902,Japan,Female,5816
2012,Name641,Argentina,Male,267
2019,Name406,India,Female,6157
2020,Name828,South Korea,Female,1068
2013,Name356,Argentina,Male,6071
2010,Name114,United Kingdom,Female,8416
2011,Name427,Australia,Female,1984
2013,Name893,South Korea,Male,8893
2022,Name604,India,Female,3526
2012,Name651,Argentina,Male,5881
2021,Name284,United States,Female,8659
2014,Name745,Brazil,Female,9800
2014,Name790,United States,Male,2365
2020,Name36,United States,Male,7556
2013,Name337,India,Male,7551
2015,Name55,South Korea,Female,4013
2020,Name373,India,Female,3953
2013,Name478,Australia,Male,2061
2014,Name986,South Korea,Female,3760
